NAME,OVR,POT
Marcos Díaz,75,75
Nahuel Tenaglia,73,78
Juan Cruz Komar,73,81
Rafael Pérez,71,71
Enzo Díaz,73,78
Federico Navarro,68,80
Juan Ignacio Méndez,69,76
Diego Valoyes,71,77
Guilherme Parede,71,74
Joel Soñora,70,76
Carlos Auzqui,73,73
Francis Mac Allister,69,74
José Mauri,68,73
Ángelo Martino,67,74
Piero Hincapié,66,79
Guido Herrera,75,76
Michael Santos,71,71
Mateo Retegui,68,76
Julián VelázquezL,73,73
Mauro Ortíz,66,67
Fernando Bersano,65,72
Joaquín Blázquez,63,79
Augusto Schott,61,73
Gastón Torres,60,72
Matías Córdoba,60,70
Julián Malatini,59,71
Mateo Mamaní,58,72
Ignacio Lago,56,74
