NAME,OVR,POT
Paul Robinson,78,85
André Ooijer,74,78
Christopher Samba,77,80
Ryan Nelsen,77,80
Stephen Warnock,77,83
Brett Emerton,76,82
Steven Reid,75,79
David Dunn,76,78
Morten Gamst Pedersen,80,84
Roque Santa Cruz,83,83
Jason Roberts,74,78
Tugay,71,82
Aaron Mokoena,72,78
Jason Brown,60,75
Benedict McCarthy,79,85
Matt Derbyshire,74,80
Johann Vogel,73,75
Vincenzo Grella,72,76
Zurab Khizanishvili,72,78
Keith Andrews,65,74
Mark Bunn,66,76
Rostyn Griffiths,54,64
Eddie Nolan,61,75
Tony Kane,60,75
Bryan Hodge,55,76
Frank Fielding,51,74
Sergio Peter,66,78
Daniel Simpson,70,75
Keith Treacy,58,75
Alan Judge,58,78
Martin Olsson,58,78
Marcus Marshall,52,70
Josh O'Keefe,56,72
Carlos Andrés Villanueva,68,77
Julio Santa Cruz,59,72
