NAME,OVR,POT
Lawrence Ati Zigi,74,79
Basil Stillhart,67,68
Leonidas Stergiou,67,84
Matej Maglica,63,72
Isaac Schmidt,58,67
Jordi Quintillà,72,72
Lukas Görtler,73,73
Christian Witzig,58,69
Ricardo Alves,62,72
Jérémy Guillemenot,66,71
Chadrac Akolo,69,69
Emmanuel Latte LathL,66,73
Leon DajakuL,63,70
Gregory Karlen,62,62
Albert Vallci,71,72
Lukas Watkowiak,62,67
Willem Geubbels,68,76
Fabian Schubert,63,63
Noha Ndombasi,63,77
David Jacovic,61,71
Julian von Moos,62,76
Leonhard MünstL,61,75
Randy Schneider,63,75
Alessandro Kräuchi,60,67
Patrick Sutter,58,65
Michael Kempter,58,58
Stefano Guidotti,59,68
Alessio Besio,57,78
