NAME,OVR,POT
Amer Shafi,67,67
Abdulkarim Al Qahtani,64,65
Sami Al Khaibari,63,63
Gégé,69,69
Nawaf Humaidan Al Subhi,63,64
Tawfiq Bu Haymid,65,65
Alexandros Tziolis,70,70
Muhannad FallatahL,59,66
Abdulrahman Al Barakah,63,64
Danilo Moreno Asprilla,72,72
Nahir Besara,71,71
Seidu Yahaya,66,66
Dhaifallah Al Qarni,62,62
Abdullah Kanno,63,64
Naif KaririL,57,70
Muslim Al Furayj,63,63
Amine Chermiti,67,67
Iury,65,72
Rami Bedoui,68,69
Ahmed Ba Masoud,58,67
Hassan Essa Jafry,63,64
Omar Mohammed MuzayilL,62,63
Naif Abdali,56,68
Majed Al NajraniL,63,64
Mohammed QasemL,64,70
Omar Al OwdahL,57,72
Fahad Al Shammari,61,61
Hamad Hawsawi,55,66
Abdullah Saud Al Mutairi,64,64
Mukhair Al Rashidi,57,73
