NAME,OVR,POT
Theo Zwarthoed,62,61
Sigourney Bandjar,59,63
Christian Gyan,64,69
Jos van Nieuwstadt,62,68
Mitchell Piqué,66,70
Luigi Bruins,64,74
René Van Dieren,63,71
Daniel Guijo-Velasco,62,65
Andwelé Slory,60,65
Marinus Dijkhuizen,58,70
Sebastiaan Steur,62,65
Sieme Zijm,57,59
Damiën Hertog,68,68
Jaroslav Šimr,62,64
Jörg van Nieuwenhuijzen,54,58
Johan Voskamp,61,65
Ferry De Haan,60,67
Ronald Graafland,58,61
Roel Buikema,64,63
Rudy Jansen,59,65
Gert-Jan Rothman,51,51
Robert Braber,54,56
Robin Hofman,52,56
