NAME,OVR,POT
Owain Fôn Williams,63,64
Matthew Pennington,53,67
Ash Taylor,62,66
Ian Goodison,63,63
Liam Ridehalgh,59,68
Abdulai Baggie,60,64
James Wallace,64,74
Steven Jennings,64,64
Junior Brown,56,63
Ryan Lowe,63,63
Jean-Louis Akpa Akpro,60,60
Jason Mooney,60,63
James Rowe,51,62
Danny Holmes,61,65
Jason Koumas,64,64
Jake Kirby,52,59
Cole Stockton,55,67
Stephen Arthurworrey,59,67
Max Power,57,64
Sam Ramsbottom,42,52
Joe Thompson,60,65
Gboly Ariyibi,60,67
Callum Morris,58,65
Antonie Boland,50,56
Liam Davies,48,56
Ben Maher,47,56
