NAME,OVR,POT
Daniele Padelli,55,67
Alessandro Zoppetti,64,66
Diego Raimondi,58,69
Stefano Lorenzi,58,57
Luciano Zavagno,62,60
Gaël Genevier,58,66
Giovanni Passiglia,48,53
Daniele Buzzegoli,59,62
Trevor Trevisan,58,62
Josè Inacio Castillo,62,64
Vitaly Kutuzov,76,78
Emanuele D'Anna,52,60
Davide Morello,62,64
Daniele Chiarini,55,77
Christian Tiboni,60,76
Edoardo Braiati,50,57
Francesco Ciullo,51,68
Patrice Feussi,60,71
Alessio Cerci,69,71
Nicola Ciotola,60,62
Vincenzo Palumbo,61,62
Eros Pisano,49,51
Alessandro Carrozza,57,59
