NAME,OVR,POT
David Da Costa,66,66
Lorenzo Dickmann,67,79
Andrea Mantovani,70,70
Magnus Troest,71,71
Marco ChiosaL,67,73
Marco CalderoniL,68,68
Antonio CinelliL,67,67
Federico Casarini,67,67
Gianluca Sansone,73,73
Andrey Galabinov,70,70
Federico Macheda,71,74
Antonio Lukanović,63,77
Andrea Orlandi,69,69
Gennaro Scognamiglio,71,71
Edoardo LanciniL,65,72
Elia Benedettini,54,62
Francesco Bolzoni,69,69
Krisztián Adorján,65,70
Tomasz KupiszL,71,71
Ransford SelasiL,59,67
Francesco Di Mariano,56,64
Francesco Pacini,56,64
Simone Corazza,66,67
Philippe Koch,65,68
Moustapha Beye,56,62
Lorenzo Montipó,56,66
Hicham Kanis,63,74
Moutir Chajia,57,69
