NAME,OVR,POT
James McKeown,62,62
Harry Clifton,59,69
Elliott Hewitt,62,64
Mattie Pollock,60,74
Rollin MenayeseL,62,68
Evan Khouri,54,69
Jay MateteL,59,70
Giles Coke,57,57
Luke Spokes,57,66
Lenell John-Lewis,59,59
Matt Green,59,59
Danny Rose,62,62
Luke Hendrie,62,64
Joe Bunney,62,63
Luke Waterfall,61,61
Jake EastwoodL,62,70
James Hanson,60,60
Julien Lamy,56,68
Kyle BennettL,62,62
George Williams,62,67
Sean Scannell,61,61
Filipe Morais,62,62
Stefan Payne,60,60
Sam Habergham,59,59
Max Wright,60,67
Sam Russell,59,59
Ira Jackson Jr,58,64
Duncan Idehen,55,69
