NAME,OVR,POT
Yuriy Lodygin,76,78
Igor Smolnikov,79,79
Miha Mevlja,75,78
Branislav Ivanović,82,82
Domenico Criscito,81,81
Daler Kuzyaev,77,80
Alexandr Erokhin,74,74
Leandro Paredes,80,85
Yuriy Zhirkov,75,75
Anton Zabolotnyy,69,72
Sebastián Driussi,76,83
Dmitriy Poloz,76,76
Emiliano Rigoni,78,81
Elmir Nabiullin,72,79
Denis Terentyev,68,73
Andrey Lunev,79,81
Matías Kranevitter,77,82
Magomed Ozdoev,72,77
Kirill Kaplenko,57,74
Emanuel Mammana,77,88
Alexandr Kokorin,80,81
Ilya Skrobotov,58,74
Egor Baburin,64,71
Mikhail Kerzhakov,73,73
Andrey Panyukov,66,73
Ilya Zuev,63,71
Dmitriy Pletnev,60,69
Nikita Kakkoev,58,75
Nikita Goylo,53,68
Viktor Fayzulin,69,69
