NAME,OVR,POT
Giorgi Shelia,65,67
Alexandr Sukhov,68,68
Alexey Nikitin,68,74
Dmitriy Zhivoglyadov,66,74
Pavel Alikin,68,68
Dmitriy Stotskiy,70,70
Azamat Zaseev,66,66
Igor Bezdenezhnykh,68,82
Ivan Oblyakov,62,79
Kehinde Fatai,71,72
Sylvester Igboun,73,74
Vyacheslav Krotov,69,75
Islamnur Abdulavov,64,73
Denis Tumasyan,68,68
Nikolay Safronidi,65,65
Alexandr Belenov,76,76
Ondřej Vaněk,69,70
Vladimir Zubarev,63,71
Dmitriy Sysuev,63,63
Ivan Paurević,70,75
Alexandr Putsko,66,73
Catalin Carp,64,71
Mikhail Borodko,59,66
Bojan Jokič,76,76
Alexandr Filin,60,71
Viktor Patrashko,59,74
