NAME,OVR,POT
Grégory Coupet,78,83
Ceará,72,75
Sammy Traoré,70,73
Mamadou Sakho,71,88
Sylvain Armand,78,86
Jérémy Clément,74,85
Claude Makélelé,80,89
Ludovic Giuly,79,86
Stéphane Sessègnon,83,90
Peguy Luyindula,73,83
Mevlüt Erdinç,76,85
Zoumana Camara,76,80
Grégory Bourillon,72,82
Guillaume Hoarau,78,90
Edel,64,71
Yoann Arquin,64,69
Willy Grondin,57,77
Fabrice Pancrate,67,76
Christophe Jallet,71,78
Albert Legran Baning,64,78
Clément Chantôme,71,86
Loris Arnaud,67,74
Granddi Ngoyi,59,75
Younousse Sankharé,63,82
Yannick Boli,64,81
Maxime Partouche,55,80
Jean-Eudes Maurice,61,78
Tripy Makonda,64,80
Abdelaziz Barrada,64,85
Alassane També,45,84
Jimmy Kamghain,58,81
