NAME,OVR,POT
Marco Storari,65,54
Rafael,72,71
Rahman Rezaei,72,70
Zoro,59,58
Marco Zanchi,58,63
Carmine Coppola,53,64
Massimo Donati,65,63
Geatano D'Agostino,67,64
Domenico Giampá,53,62
Riccardo Zampagna,72,68
Giuseppe Sculli,71,68
Atsushi Yanagisawa,63,64
Filippo Cristante,64,66
José Aleixo F. Mamede,45,55
Salvatore Accursi,58,54
Massimo Gazzoli,80,70
Nicola Amoruso,60,60
Giuseppe Russo,59,57
Salvatore Aronica,48,59
Ivica Iliev,59,60
Alessandro Cucciari,60,59
Claudio De Sousa,60,61
Vasco Morelli,61,57
