NAME,OVR,POT
Owen EvansL,61,71
Sean Long,62,66
Charlie Raglan,66,68
Ben Tozer,63,63
William Boyle,63,70
Chris Hussey,65,65
Conor Thomas,61,63
Jake Doyle-HayesL,62,71
Ryan Broom,64,68
Alfie May,62,63
Luke Varney,65,65
Tom NicholsL,61,61
Alex Addai,59,62
Chris Clements,61,61
Max SheafL,59,70
Freddie Lapworth,50,65
Rohan Ince,61,64
Jacob GreavesL,62,72
Tahvon Campbell,58,65
Joshua Debayo,59,67
Reuben Reid,64,64
Scott Flinders,63,63
Jonte Smith,57,61
George Lloyd,56,73
Rhys Lovett,55,66
Daniel Bowry,49,62
Grant Horton,54,68
