NAME,OVR,POT
Jérémy Frick,69,71
Moussa Diallo,62,65
Nicolas Vouilloz,58,72
Vincent Sasso,69,69
Gaël Clichy,74,74
Théo Valls,72,75
David Douline,68,68
Timothé Cognat,69,75
Miroslav Stevanović,76,76
Chris Bedia,68,71
Alexis Antunes,61,71
Kastriot Imeri,67,82
Dimitri Oberlin,64,69
Moritz Bauer,71,71
Steve Rouiller,68,68
Steven Deana,59,59
Ronny Rodelin,69,69
Boris Cespedes,64,67
Roggerio Nyakossi,54,73
Ricardo Alves,56,73
Emilijus Severin,62,66
Edin Omeragic,55,71
Noah Henchoz,51,66
Boubacar Fofana,64,70
Malik Sawadogo,54,73
Papu Mendes,54,67
