NAME,OVR,POT
Miguel Jiménez,56,56
José Contreras,68,68
Claudio Muñoz Camillo,64,66
Omar Merlo,69,72
Bryan Vejar,50,62
Francisco Arrué,65,65
Leonardo Povea,58,62
Carlos Espinosa,61,61
Lucas Simón,64,64
David Llanos,63,67
Felipe Reynero,64,72
Nery Veloso,67,72
Carlos Labrín,65,73
Juan Espinoza,59,67
Angelo Sagal,57,68
Gabriel Sandoval,65,65
Martín Rodríguez,59,73
Juan José Morales,63,63
Gerson Valle,58,63
Cristian Milla,63,63
Daniel Rodríguez,59,66
Nicolás Núñez,64,64
Mauricio Yedro,62,67
Alvaro Sáenz-Laguna,55,63
Alvaro Sobarzo,57,63
Vicente Gatica,57,74
Fernando Espinoza,56,65
Felipe Elgueta,55,61
