NAME,OVR,POT
Matěj Kovář,62,73
Tom Hamer,67,73
Sam Hughes,63,70
John Brayford,66,66
Deji Oshilaja,64,64
William Kokolo,56,67
Michael Mancienne,64,64
Cameron Borthwick-Jackson,65,68
Joe Powell,64,71
Oumar Niasse,68,68
Harry ChapmanL,64,71
Jacob MaddoxL,62,70
Terry Taylor,62,72
Ciaran Gilligan,60,73
Conor Shaughnessy,65,70
Ben Garratt,64,66
Christian SaydeeL,61,73
Jonny Smith,64,70
Charlie Lakin,63,69
Louis Moult,63,63
Gassan Ahadme,62,70
Ryan Leak,64,70
Danny Rowe,60,60
Frazer Blake-Tracy,61,63
Ben McLean,52,60
