NAME,OVR,POT
Wes Foderingham,72,72
George Baldock,72,72
Chris Basham,74,74
John Egan,75,76
Jack Robinson,72,73
Enda Stevens,72,72
Sander Berge,75,81
Oliver Norwood,73,73
John Fleck,73,73
Morgan Gibbs-WhiteL,74,82
Billy Sharp,72,72
Conor HourihaneL,74,74
Iliman Ndiaye,67,77
Ben DaviesL,73,76
Ben Osborn,72,72
Adam Davies,71,71
David McGoldrick,72,72
Oli McBurnie,70,74
Rhys Norrington-Davies,68,76
Jayden Bogle,73,82
Jack O'Connell,74,76
Rhian Brewster,69,80
Charlie GoodeL,67,72
Daniel Jebbison,65,80
Jake Eastwood,61,67
Kyron Gordon,54,71
Leima Garcia Brunt,58,73
