NAME,OVR,POT
Yhonathann Yustiz,65,67
Daniel Rivillo,60,67
Octavio Zapata,62,62
Moisés Acuña,61,66
Roger Manrique,59,66
Homero Calderón,61,62
Diego Guerrero,64,64
Rafael Arace,62,65
José Torres,63,63
Jonathan Duche,58,58
Juan García,64,64
Pedro Álvarez,62,72
José Yégüez,65,65
Manuel Trías,57,65
Andrés Farreras,54,65
Yosmel Gil,60,72
Daniel Febles,66,66
Joiser Arias,59,66
Johel Semidey,61,63
Ronald McIntosh,57,65
Alfredo Stephens,64,67
Diego García,61,62
Bryan Ruiz,58,79
Andrés Hernández,60,61
Xavier Flores,58,71
Héctor Pérez,63,63
Eduardo Peraza,52,64
Leswis Landaeta,58,68
