NAME,OVR,POT
Mauricio Viana,66,72
Mario López,55,68
Ezequiel Luna,68,68
Juan AbarcaL,63,68
Jorge Ormeño,66,66
Pablo Tamburrini,62,68
Franz Schultz,62,67
Kevin Flores,46,58
Ronnie Fernández,58,64
Jefferson Castillo,61,65
Gastón Cellerino,66,66
Sebastian Reyes,52,61
Marco Medel,70,73
Alex Gonzalez,59,63
Kevin Valenzuela,54,64
Gabriel Castellón,66,79
Juan Carlos Soto,54,59
Sebastián Méndez,64,64
Agustín Parra,68,72
Gonzalo Barriga,67,67
Mauricio Prieto,66,68
Óscar Opazo,63,70
Carlos Gabriel González,60,68
Jimmy Cisterna,59,67
Giakumis Kodogiannis,58,64
Roberto Saldías,58,62
Samuel Mendoza,54,60
Diego Figueroa,56,61
