NAME,OVR,POT
Nuredin Bakiu,61,64
Kristoffer Arvhage,60,65
Thomas Magnusson,63,65
Mikael Roth,59,62
Gunnar Thor Gunnarsson,62,68
Daniel Bamberg,62,69
Magnus Samuelsson,55,59
Mikael Blomberg,60,64
Eirik Dybendal,60,62
Marcin Burkhardt,64,70
Kevin Amuneke,63,73
Richard Spong,56,68
Felix Magro,58,65
Imad Khalili,61,66
Sasa Sjanic,56,56
Gardar Gunnlaugsson,63,67
Anders Whass,53,66
David Nordbeck,51,55
Russel Mwafulirwa,62,66
Viktor Rönneklev,56,60
Armando Ibrakovic,54,64
Petru Racu,55,60
Andreas Haglund,54,63
Christopher Telo,38,73
Riki Cakic,49,78
Djordje Mrdjanin,61,64
