NAME,OVR,POT
Ferdinando Coppola,69,74
Roberto Vitiello,61,64
Luca Rossettini,68,76
Claudio Terzi,65,71
Andrea Rossi,65,75
Reginaldo,70,77
Simone Vergassola,70,75
Filippo Carobbio,68,78
Gennaro Troianiello,64,72
Salvatore Mastronunzio,72,78
Emanuele Calaió,70,74
Gianluca Pegolo,62,70
Ciro Immobile,67,82
Gonçalo Brandão,71,79
Pedro Kamata,72,75
Cristiano Del Grosso,70,78
Franco Brienza,70,76
Michael Odibe,56,73
Carlos Valdez,65,70
Alessio Sestu,70,76
Stefano Pettinari,67,82
Paul Codrea,72,78
Daniele Ficagna,69,74
Gaël Genevier,69,75
Luca Marrone,67,80
Simone Farelli,57,59
David Mounard,64,70
Francesco Bolzoni,65,79
Marcelo Larrondo,71,82
Michele Fini,68,77
