NAME,OVR,POT
Sven Ulreich,79,82
Daniel Schwaab,74,77
Antonio Rüdiger,73,82
Georg Niedermeier,74,76
Konstantin Rausch,73,77
Christian Gentner,78,78
Carlos Gruezo,69,77
Martin Harnik,77,79
Ibrahima Traoré,76,79
Daniel Didavi,74,77
Vedad Ibišević,80,80
Thorsten Kirschbaum,68,72
Arthur Boka,74,74
Gotoku Sakai,73,78
Timo Werner,69,85
Alexandru Maxim,77,82
Mohammed Abdellaoue,76,76
Cacau,75,75
Moritz LeitnerL,74,80
Karim Haggui,73,74
Sercan Sararer,70,75
Marco Rojas,70,77
Patrick Funk,66,71
Kevin Müller,64,72
Rani Khedira,64,79
Odisseas Vlachodimos,62,74
Robin Yalcin,60,76
Tim Leibold,59,71
Erich Berko,59,74
Philipp Mwene,57,69
