NAME,OVR,POT
Shamal George,61,70
Miles Welch-Hayes,61,67
Tom Eastman,63,63
Tommy Smith,63,63
Ryan Clampin,61,70
Noah Chilvers,62,74
Harry Pell,64,64
Brendan Sarpong-Wiredu,62,73
Callum Harriott,65,65
Frank NoubleL,62,62
Michael Folivi,61,68
Tom Lapslie,63,67
Courtney Senior,62,68
Omar Sowunmi,60,64
Junior Tchamadeu,58,71
Dean Gerken,61,61
Jevani Brown,62,63
Paris Cowan-Hall,61,61
Ben Stevenson,64,70
Kwame Poku,62,72
Aramide OtehL,61,69
Joshua Bohui,60,71
Josh DohertyL,60,63
Diaz Wright,56,62
Marley Marshall-Miranda,55,71
Samson Tovide,52,74
Jake Hutchinson,54,70
Callum Coulter,52,64
