NAME,OVR,POT
Fernando Prass,78,78
Fagner,69,73
Dedé,79,84
Rodolfo,73,81
Felipe,77,77
Rômulo,72,76
Juninho,78,78
Fellipe Bastos,72,76
Diego Souza,78,81
Alecsandro,72,72
Éder LuísL,77,79
Alessandro,62,70
Thiago Feltri,70,72
Eduardo Costa,71,73
Renato Silva,70,71
Bernardo,74,79
Jonathan,67,71
Leandro Nery Chaparro,68,72
Nilton,68,72
Diego Rosa,67,72
Kim,70,70
Allan,69,74
Jomar,63,66
Max,62,66
Douglas,65,68
Carlos Vicente Tenorio,69,69
William Barbio,65,72
Diogo Silva,70,71
Matías Abelairas,68,72
Conrado,58,68
