NAME,OVR,POT
Oliver Baumann,78,82
Mensur Mujdža,72,72
Matthias Ginter,72,81
Fallou Diagne,76,79
Oliver Sorg,72,77
Jonathan Schmid,74,78
Cédric Makiadi,75,76
Julian Schuster,75,76
Daniel Caligiuri,76,78
Jan Rosenthal,74,76
Max Kruse,76,78
Daniel Batz,65,72
Vegar Eggen Hedenstad,69,77
Pavel Krmaš,68,68
Christian Günter,64,75
Johannes Flum,74,77
Karim Guédé,70,70
Ivan Santini,67,72
Sebastian Freis,70,70
Erik Jendrišek,70,74
Hendrick Zuck,66,75
Ezequiel Calvente,68,74
Immanuel Höhn,68,75
Marc Lais,58,69
Marco Terrazzino,66,74
Mounir Bouziane,59,68
Alexander Schwolow,62,69
Tim Albutat,54,67
Sebastian Kerk,60,76
