NAME,OVR,POT
Bengt Andersson,62,72
Magnus Johansson,59,73
Fredrik Risp,63,75
Karl Svensson,59,71
Hjalmar Jonsson,54,64
Niclas Alexandersson,75,85
Håkan Mild,59,80
Magnus Erlingmark,59,74
Mikael Sandklef,57,67
George Mourad,57,72
Patric Andersson,49,64
Jonas Henriksson,53,66
Sebastian Johansson,62,72
Sampo Koskinen,54,69
Tomas Rosenkvist,59,75
Dennis Jonsson,55,67
Lee Baxter,44,56
Andreas Nilsson,65,75
Peter Ijeh,65,78
Rickard Claesson,57,67
Marino Rahmberg,52,63
Ozcar Wendt,41,56
Martin Smedberg,44,78
