NAME,OVR,POT
Jon Conway,65,67
Jeff Parke,63,64
Gabriel Cichero,67,70
Kevin Goldthwaite,60,61
Seth Stammler,64,68
Juan Pietravallo,65,70
Dane Richards,65,70
Dave van den Bergh,63,65
Jorge Rojas,67,70
Mike Magee,62,64
Juan Pablo Ángel,78,83
John Wolyniec,57,62
Hunter Freeman,62,66
Carlos Mendes,58,64
Diego Jiménez,61,61
Caleb Patterson-Sewell,56,64
Chris Leitch,59,62
Andrew Boyens,57,61
Sinisa Ubiparipovic,58,64
Danny Cepero,54,58
Luke Sassano,55,59
David Roth,57,59
Oscar Echeverry,60,62
Danleigh Borman,57,65
John Gilkerson,53,57
Michael Palacio,54,60
Gordon Kljestan,50,66
Chris Megaloudis,57,68
