NAME,OVR,POT
Johan Wiland,71,71
Simon Sandberg,64,70
Bjørn Paulsen,69,72
David Fällman,67,69
Neto Borges,63,72
Imad Khalili,65,65
Jeppe Andersen,67,72
Serge-Junior Martinsson Ngouali,72,74
Jiloan Hamad,72,72
Muamer Tanković,69,74
Nikola Đurđić,71,71
Sander Svendsen,67,77
Vladimir Rodić,68,74
Kennedy Bakırcıoğlu,65,65
Leo Bengtsson,61,74
Davor Blazevic,59,65
Junes Barny,61,61
Dusan Jajic,59,69
Mats Solheim,63,63
Olle Edlund,54,66
Elias Durmaz,54,64
Abdul-Halik Hudu,56,69
Oscar Krusnell,58,70
Benny Lekström,58,58
Mads Fenger,69,71
