NAME,OVR,POT
Leandro Chichizola,68,74
Filippo De Col,64,72
Niko Datković,64,73
Matteo Bianchetti,66,75
Mato Miloš,65,75
Marko Bakić,63,76
Josip Brezovec,63,63
De las Cuevas,72,72
Andrea Catellani,68,72
Mario Šitum,64,72
Nenê,71,71
Niccolò Giannetti,66,72
Juande,67,67
Dario Čanađija,50,60
Luna,71,76
Timothy Nocchi,63,67
Simone Bastoni,53,70
Matija Katanec,55,62
Zoran Kvržić,57,62
Juri Cisotti,57,65
Francesco Migliore,59,64
Alen Stevanovic,69,77
Nahuel Valentini,60,64
Gennaro Acampora,54,64
Nicola Madonna,62,62
Leonardo Bazzucchi,50,73
Felice Piccolo,65,65
Patrick Ciurria,56,61
