NAME,OVR,POT
Alexandr Maksimenko,74,81
Pavel Maslov,69,78
Samuel Gigot,78,81
Georgiy Dzhikiya,77,79
Victor Moses,78,78
Alex Král,75,83
Roman Zobnin,78,81
Ayrton,75,83
Quincy Promes,80,80
Jordan Larsson,76,83
Alexandr Sobolev,75,80
Ezequiel Ponce,74,80
Nail Umyarov,68,79
Ilya Kutepov,71,72
Andrey Eschenko,70,70
Artem Rebrov,70,70
Jorrit Hendrix,74,76
Zelimkhan Bakaev,74,78
Ilya Gaponov,63,72
Pedro Rocha,72,73
Dmitry Markitesov,56,73
Mikhail Ignatov,65,78
Alexandr Selikhov,72,74
Ilya Golosov,59,72
Artem Poplevchenkov,52,66
Georgiy Tigiev,68,71
Timur Akmurzin,53,63
Alexandr Tashaev,71,71
