NAME,OVR,POT
Simone Scuffet,71,72
Cristian Manea,69,74
Yuri Matias,70,72
Andrei Burcă,71,72
Camora,70,70
Karlo Muhar,68,71
Bismark Adjei-Boateng,71,71
Ciprian Deac,70,70
Emmanuel Yeboah,64,78
Cephas MaleleL,68,68
Claudiu Petrila,69,79
Daniel Bîrligea,63,71
Lovro Cvek,66,69
Christopher Braun,67,67
Denis Kolinger,67,68
Cristian Bălgrădean,66,66
Rangelo Janga,66,66
Ermal Krasniqi,66,71
Karlo Bručić,67,67
Jean-Claude Billong,67,68
Anton Maglica,65,65
Ovidiu Hoban,63,63
Roger,66,67
Mihai Bordeianu,67,67
Răzvan Sava,55,70
Rareș Gal,55,64
Bogdan Țîru,66,67
Rareș Bălan,59,67
