NAME,OVR,POT
Albano Bizzarri,76,76
Jens Stryger Larsen,74,76
Danilo,77,77
Samir,73,77
Valon Behrami,75,75
Silvan Widmer,76,78
Antonín Barák,77,84
Jakub Jankto,76,85
Ali Adnan,73,75
Maximiliano López,74,74
Kevin Lasagna,77,80
Rodrigo Javier De Paul,74,80
Stipe Perica,72,79
Bram Nuytinck,73,75
Gabriele Angella,71,72
Simone Scuffet,72,82
Seko Fofana,75,82
Emil Hallfreðsson,72,72
Giuseppe Pezzella,69,76
Andrija Balić,70,77
Francesco ZampanoL,70,75
Nicolas Ruscio Garmendia,63,74
Svante Ingelsson,66,78
Simone Pontisso,61,73
Gaspar Iñíguez,67,72
Davide Borsellini,53,73
