NAME,OVR,POT
Artur Boruc,76,76
Simon Francis,69,69
Tommy Elphick,68,68
Steve Cook,68,75
Charlie Daniels,67,67
Matt Ritchie,72,78
Andrew Surman,69,69
Harry Arter,69,73
Marc Pugh,68,68
Callum Wilson,70,77
Yann Kermorgant,68,68
Dan Gosling,71,76
Ryan Fraser,68,77
Adam Smith,67,75
Elliott Ward,66,66
Ryan Allsop,62,68
Kenwyne Jones,73,73
Brett Pitman,67,67
Lee Camp,69,69
Junior Stanislas,66,69
Tokelo Rantie,66,73
Eunan O'Kane,66,73
Josh McQuoid,65,67
Shaun MacDonald,65,69
Darryl Flahavan,62,62
Jayden Stockley,57,69
Samuel Matthews,55,75
Benjamin Büchel,55,60
Baily Cargill,53,71
Ben Whitfield,54,67
