NAME,OVR,POT
Miguel Pinto,69,69
Yerson Opazo,64,64
Albert Acevedo,72,72
Fabricio Fontanini,71,72
Raúl Osorio,70,80
Alejandro Márquez,71,77
Juan Eduardo Fuentes,69,79
Martín Rolle,72,72
Francisco Arancibia,68,80
Pablo Ignacio Calandria,70,70
Cristian Insaurralde,71,72
Santiago Lizana,66,72
Gonzalo Barriga,70,70
Bastián San Juan,65,71
Nozomi Kimura,60,76
Leonardo Figueroa,59,61
Pedro Muñoz,69,69
Marco Medel,69,69
Manuel Bravo,63,70
Brian Torrealba,67,79
Anibal González,54,59
Rene Covarrubias,58,67
Matías Sepúlveda,58,71
David Salazar,57,76
Moisés Ávila,57,68
Tomás Alarcón,56,72
Victor Gálvez,56,65
Lucas Fierro,53,68
