NAME,OVR,POT
Ross Worner,60,63
Ben Herd,62,65
Darren Jones,62,65
Troy BrownL,59,62
Anthony Straker,61,67
Adam Mekki,55,58
Josh PayneL,57,63
Aaron Morris,56,61
Danny Hylton,58,62
Peter Vincenti,56,62
Guy Madjo,57,59
Jamie Young,58,61
Sonny BradleyL,54,60
Ben SmithL,57,57
Stefan Payne,55,59
Reece Connolly,52,59
Manny Panther,57,61
Charlie CollinsL,52,58
Wilko Risser,57,57
Jordan Roberts,52,61
Michael Rankine,55,59
Alex Rodman,55,63
Henrik Breimyr,47,59
Jordan Clement,46,55
Doug Bergqvist,48,55
Max Worsfold,48,52
Bradley Pegg,49,57
Darren MurphyL,53,56
