NAME,OVR,POT
Vincenzo Fiorillo,72,72
Gabriele Zappa,60,75
Mirko Drudi,68,68
Gennaro Scognamiglio,71,71
Edoardo Masciangelo,61,68
Ledian Memushaj,72,72
Luca PalmieroL,69,76
Grigoris Kastanos,66,77
Cristian Galano,70,70
Andrea Di Grazia,60,67
Riccardo Maniero,69,69
Gennaro Borrelli,59,74
Alessandro Bruno,64,64
Filippo Melegoni,63,75
Davide BettellaL,64,81
Fabrizio AlastraL,65,76
Manuel PucciarelliL,71,71
Luca Crecco,66,71
Milos Bocic,54,68
Andrea Cisco,63,73
Luca Clemenza,67,76
Valeri Bojinov,69,69
Edgar Elizalde,59,75
Luca Forte,59,62
Fabian Pavone,53,70
Marco Tumminello,64,78
Ivaylo Chochev,71,72
Antonio Balzano,68,68
Massimiliano Busellato,66,67
Simone Farelli,58,58
