NAME,OVR,POT
Gustavo Dalsasso,72,72
Francisco Bahamondes,59,63
Matías Blázquez,60,66
Lucas Domínguez,66,74
Orlando Gutiérrez,57,60
Fernando Saavedra,60,60
Jorge Romo,62,65
Nicolás Freitas,60,62
Moisés Vásquez,58,62
Emiliano Romero,67,67
Matías Donoso,63,63
Ignacio González,60,66
Marcos Velázquez,59,63
Oscar Carniello,64,71
Angel Rojas,63,65
Maximiliano Ceratto,66,73
Luciano Leguizamón,64,64
Camilo Ponce,53,58
Nicolás Peñailillo,65,72
Gino Alucema,58,64
Alex Von Schwedler,63,63
Franco Ragusa,61,73
Alfonso Urbina,55,68
Jordano Cisterna,55,74
Carlos Retamales,54,60
Italo Pizarro,51,59
Daniel Pacheco,51,54
Gonzalo Rojo,50,55
