NAME,OVR,POT
Paolo Acerbis,62,72
Colombo R.,56,68
Pierre Giorgio Regonesi,56,79
Damiano Sonzogni,45,67
Mauro Minelli,64,85
Mirco Poloni,50,70
Emiliano Testini,55,75
Ivan Del Prato,54,73
Filippo Carobbio,55,73
Roberto Bonazzi,46,57
Davide Possanzini,54,73
Ruben Garlini,48,69
Marco Gori,45,69
Andrea Cristiano,51,71
Roberto Previtali,50,66
Achille Coser,52,62
Christian Araboni,49,70
Colombo A.,50,70
Edoardo Gorini,50,75
Marco Gorzegno,66,80
Marco Teani,47,58
Valerio Di Cesare,71,80
Joelson Josè Inacio,61,76
Alessandro Diamanti,49,68
