NAME,OVR,POT
Andris Vaņins,71,71
Vincent Rüfli,69,75
Vilmos Vanczák,67,67
Beg Ferati,66,71
Pa Modou Jagne,62,69
Birama Ndoye,63,74
Matteo Fedele,60,71
Dario Vidosic,68,74
Max Veloso,60,71
Léo Itaperuna,72,78
Ebenezer Assifuah,67,80
Steven Deana,58,66
Jason Buaillon,59,64
Miloš Bakrač,54,62
Ishmael Yartey,68,78
Ovidiu Herea,69,69
Benjamin Kololli,61,71
Chadrac Akolo,55,65
Demetris Christofi,72,74
Gabriel Cichero,69,70
Fousseyni Cissé,66,72
Léo Lacroix,65,75
Vullnet Basha,64,72
Xavier Kouassi,62,66
Michael Perrier,60,65
Mathieu Débonnaire,56,56
Daniel Follonier,53,65
