NAME,OVR,POT
Nicolás Gastón Navarro,75,83
Fabiano Santacroce,78,87
Paolo Cannavaro,76,81
Salvatore Aronica,73,73
Manuele Blasi,78,83
Walter Alejandro Gargano,77,85
Christian Maggio,80,85
Daniele Mannini,75,78
Marek Hamšik,81,88
Ezequiel Ivàn Lavezzi,80,86
Germán Gustavo Denis,75,84
Samuele Dalla Bona,71,76
Marcelo Danubio Zalayeta,77,79
Mirko Savini,72,76
Gennaro Iezzo,75,78
Mariano Adrian Bogliacino,72,75
Matteo Gianello,73,78
Francesco Montervino,67,75
Gianluca Grava,59,66
Michele Pazienza,63,76
Matteo Contini,73,73
Inácio Piá,66,78
Andrea Russotto,68,84
Leandro Rinaudo,73,78
Nicolas Amodio,48,68
Luca Lacrimini,56,62
Luigi Vitale,52,56
