NAME,OVR,POT
Kim Byung Ji,69,69
Kim Tae Ho,58,63
Lee Jae Eok,50,53
Hong Jin Gi,57,63
Hyun Young Min,64,64
Song Chang Ho,59,59
Lee Seung Hee,61,64
Sim Dong Woon,61,67
Park Jun Tae,65,69
Jeon Hyeon Chul,60,66
Stevica Ristić,67,67
Kim Dae Ho,55,55
Bang Dae Jong,61,61
Robert Cornthwaite,64,64
Leandrinho,67,67
Lee Hyun Seung,62,67
Kim Young Woo,62,62
Park Gi Dong,60,60
Lee Jong Ho,66,72
Lim Jong Eun,64,68
Ahn Yong Woo,63,71
Kim Young Wook,62,67
Sandi Križman,61,67
Park Yong Jae,59,63
Park Sun Yong,59,64
Lee Joong Kwon,58,64
Lee In Kyu,58,67
Kim Min Soo,57,59
